prediction,pass_probability,fail_probability,risk_level,predicted_outcome,feature_min_score,feature_code_module_encoded,feature_avg_score,feature_is_unregistered,feature_num_assessments,actual_outcome,actual_outcome_label,correct_prediction
0,0.0003610426669163124,0.9996389573330837,High,Fail,84.0,5,90.0,1,2.0,0,Fail,1
0,0.00036537950146142364,0.9996346204985386,High,Fail,46.0,5,65.0,1,2.0,0,Fail,1
0,0.0003777214142552677,0.9996222785857447,High,Fail,62.0,5,68.0,1,2.0,0,Fail,1
0,0.0003975277612558852,0.9996024722387441,High,Fail,79.0,5,88.33333333333333,1,3.0,0,Fail,1
0,0.00040138407089930256,0.9995986159291007,High,Fail,68.0,5,75.0,1,4.0,0,Fail,1
0,0.0004158537300161105,0.9995841462699839,High,Fail,90.0,5,90.0,1,1.0,0,Fail,1
0,0.00042432287492496265,0.999575677125075,High,Fail,85.0,5,85.5,1,2.0,0,Fail,1
0,0.00042630291184950285,0.9995736970881505,High,Fail,62.0,5,79.5,1,2.0,0,Fail,1
0,0.0004362952726579844,0.999563704727342,High,Fail,84.0,5,90.0,1,2.0,0,Fail,1
0,0.0004406318393635501,0.9995593681606364,High,Fail,44.0,5,47.0,1,2.0,0,Fail,1
0,0.00044269525428459805,0.9995573047457154,High,Fail,63.0,5,79.5,1,2.0,0,Fail,1
0,0.00044327004054968406,0.9995567299594503,High,Fail,72.0,5,83.0,1,4.0,0,Fail,1
0,0.00044556566810554304,0.9995544343318945,High,Fail,58.0,5,58.0,1,1.0,0,Fail,1
0,0.00044732155948647086,0.9995526784405135,High,Fail,94.0,5,94.0,1,1.0,0,Fail,1
0,0.0004563232303272553,0.9995436767696727,High,Fail,76.0,5,83.5,1,4.0,0,Fail,1
0,0.00046886696326134386,0.9995311330367387,High,Fail,84.0,5,84.0,1,1.0,0,Fail,1
0,0.0004706079191190549,0.999529392080881,High,Fail,58.0,5,58.0,1,1.0,0,Fail,1
0,0.00047978139106324844,0.9995202186089368,High,Fail,88.0,5,92.0,1,2.0,0,Fail,1
0,0.00048084966757959744,0.9995191503324204,High,Fail,42.0,5,56.75,1,4.0,0,Fail,1
0,0.0004899336288076516,0.9995100663711923,High,Fail,88.0,5,88.0,1,1.0,0,Fail,1
0,0.0004905890937301963,0.9995094109062698,High,Fail,54.0,5,59.0,1,2.0,0,Fail,1
0,0.0004972988518387663,0.9995027011481612,High,Fail,62.0,5,67.0,1,2.0,0,Fail,1
0,0.000499565255516219,0.9995004347444838,High,Fail,66.0,5,66.0,1,1.0,0,Fail,1
0,0.0005057371945474927,0.9994942628054525,High,Fail,93.0,5,93.0,1,1.0,0,Fail,1
0,0.0005136380312620944,0.9994863619687379,High,Fail,92.0,5,92.0,1,1.0,0,Fail,1
0,0.0005179293810231785,0.9994820706189769,High,Fail,75.0,5,81.5,1,4.0,0,Fail,1
0,0.0005190586766559608,0.9994809413233441,High,Fail,64.0,5,64.0,1,1.0,0,Fail,1
0,0.0005203632215888631,0.9994796367784111,High,Fail,82.0,5,82.0,1,1.0,0,Fail,1
0,0.0005250136575680756,0.9994749863424319,High,Fail,66.0,5,69.0,1,2.0,0,Fail,1
0,0.0005258375637941301,0.9994741624362059,High,Fail,76.0,5,80.0,1,2.0,0,Fail,1
0,0.0005299514336147988,0.9994700485663852,High,Fail,92.0,5,92.0,1,1.0,0,Fail,1
0,0.0005386607091143804,0.9994613392908857,High,Fail,82.0,5,84.0,1,2.0,0,Fail,1
0,0.0005397481328402773,0.9994602518671597,High,Fail,66.0,5,73.0,1,4.0,0,Fail,1
0,0.0005430350093671825,0.9994569649906329,High,Fail,40.0,5,40.0,1,1.0,0,Fail,1
0,0.0005453357621934245,0.9994546642378066,High,Fail,78.0,5,79.0,1,2.0,0,Fail,1
0,0.0005490879328285189,0.9994509120671715,High,Fail,70.0,5,81.0,1,4.0,0,Fail,1
0,0.0005491991451751222,0.9994508008548249,High,Fail,74.0,5,75.0,1,2.0,0,Fail,1
0,0.0005499179738265947,0.9994500820261734,High,Fail,32.0,5,41.0,1,5.0,0,Fail,1
0,0.000549991028937712,0.9994500089710623,High,Fail,23.0,5,45.5,1,4.0,0,Fail,1
0,0.0005501677496794945,0.9994498322503205,High,Fail,74.0,5,74.0,1,1.0,0,Fail,1
0,0.0005518533202762871,0.9994481466797237,High,Fail,26.0,3,32.333333333333336,1,3.0,0,Fail,1
0,0.0005531395903999066,0.9994468604096001,High,Fail,68.0,5,71.0,1,2.0,0,Fail,1
0,0.0005624204535869423,0.9994375795464131,High,Fail,70.0,5,87.33333333333333,1,3.0,0,Fail,1
0,0.0005631132214231494,0.9994368867785769,High,Fail,64.0,5,69.0,1,2.0,0,Fail,1
0,0.0005639030606093699,0.9994360969393906,High,Fail,60.0,5,69.0,1,2.0,0,Fail,1
0,0.0005664611020651,0.9994335388979348,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0005681659174088422,0.9994318340825912,High,Fail,70.0,5,82.0,1,2.0,0,Fail,1
0,0.0005710058165985661,0.9994289941834015,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0005735455218012657,0.9994264544781988,High,Fail,68.0,5,68.0,1,1.0,0,Fail,1
0,0.0005742642373234711,0.9994257357626766,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0005760721736109881,0.999423927826389,High,Fail,50.0,5,58.0,1,2.0,0,Fail,1
0,0.0005784004081846171,0.9994215995918154,High,Fail,42.0,5,52.5,1,2.0,0,Fail,1
0,0.0005818752328218242,0.9994181247671782,High,Fail,46.0,5,46.0,1,1.0,0,Fail,1
0,0.0005823124402542396,0.9994176875597458,High,Fail,86.0,5,86.0,1,1.0,0,Fail,1
0,0.000585074823296952,0.999414925176703,High,Fail,46.0,5,55.0,1,2.0,0,Fail,1
0,0.0005870535684867106,0.9994129464315132,High,Fail,66.0,5,66.0,1,1.0,0,Fail,1
0,0.0005884813824286953,0.9994115186175713,High,Fail,76.0,5,76.0,1,2.0,0,Fail,1
0,0.0005892419647101195,0.9994107580352899,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0005893346690651817,0.9994106653309348,High,Fail,71.0,5,71.0,1,1.0,0,Fail,1
0,0.0005971248683084277,0.9994028751316916,High,Fail,68.0,5,82.0,1,2.0,0,Fail,1
0,0.0006008847147544225,0.9993991152852456,High,Fail,55.0,5,65.66666666666667,1,3.0,0,Fail,1
0,0.0006017644294813283,0.9993982355705187,High,Fail,78.0,5,84.0,1,2.0,0,Fail,1
0,0.0006054839368433069,0.9993945160631567,High,Fail,38.0,5,38.5,1,2.0,0,Fail,1
0,0.000605833379735477,0.9993941666202645,High,Fail,84.0,5,87.5,1,2.0,0,Fail,1
0,0.0006096866000462205,0.9993903133999538,High,Fail,64.0,5,72.0,1,2.0,0,Fail,1
0,0.000610662357298475,0.9993893376427015,High,Fail,68.0,5,72.0,1,2.0,0,Fail,1
0,0.0006136885161873788,0.9993863114838126,High,Fail,46.0,5,51.0,1,2.0,0,Fail,1
0,0.0006157880975393148,0.9993842119024607,High,Fail,80.0,5,82.5,1,2.0,0,Fail,1
0,0.0006173153598302039,0.9993826846401698,High,Fail,64.0,5,64.0,1,1.0,0,Fail,1
0,0.000617629654245576,0.9993823703457544,High,Fail,85.0,5,85.5,1,2.0,0,Fail,1
0,0.0006181727903577045,0.9993818272096423,High,Fail,40.0,5,50.0,1,2.0,0,Fail,1
0,0.0006183911943387317,0.9993816088056613,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000619305578611892,0.9993806944213881,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006232279213972963,0.9993767720786026,High,Fail,62.0,5,62.0,1,1.0,0,Fail,1
0,0.0006269092301505911,0.9993730907698494,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006274978771826825,0.9993725021228174,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006284257185870337,0.999371574281413,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000630246723733758,0.9993697532762662,High,Fail,30.0,5,47.0,1,2.0,0,Fail,1
0,0.0006310930520907207,0.9993689069479093,High,Fail,94.0,5,94.0,1,1.0,0,Fail,1
0,0.0006315899551268945,0.9993684100448731,High,Fail,86.0,5,86.5,1,2.0,0,Fail,1
0,0.0006325929137637901,0.9993674070862362,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006325929137637901,0.9993674070862362,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006326854881520315,0.999367314511848,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006351801414871424,0.9993648198585129,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006356569918771854,0.9993643430081228,High,Fail,80.0,5,80.0,1,1.0,0,Fail,1
0,0.0006358635748806083,0.9993641364251193,High,Fail,48.0,5,64.0,1,2.0,0,Fail,1
0,0.0006359856182047786,0.9993640143817952,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006360143281825856,0.9993639856718174,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006389986473187685,0.9993610013526812,High,Fail,43.0,5,66.2,1,5.0,0,Fail,1
0,0.0006414002944919026,0.9993585997055081,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006414002944919026,0.9993585997055081,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006416983809536581,0.9993583016190464,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006417509723714072,0.9993582490276286,High,Fail,74.0,5,74.0,1,1.0,0,Fail,1
0,0.0006420025394131476,0.9993579974605868,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006437088196055546,0.9993562911803945,High,Fail,58.0,5,79.0,1,4.0,0,Fail,1
0,0.0006447425732611492,0.9993552574267388,High,Fail,46.0,5,52.0,1,2.0,0,Fail,1
0,0.0006448472325246761,0.9993551527674753,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006448637211999604,0.9993551362788,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000645671207744664,0.9993543287922554,High,Fail,78.0,5,78.0,1,1.0,0,Fail,1
0,0.0006461601779698822,0.9993538398220301,High,Fail,62.0,5,62.0,1,1.0,0,Fail,1
0,0.0006471145905596336,0.9993528854094403,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006474761794836417,0.9993525238205163,High,Fail,76.0,5,79.0,1,2.0,0,Fail,1
0,0.0006496005185197827,0.9993503994814802,High,Fail,86.0,5,86.0,1,1.0,0,Fail,1
0,0.0006504285493123665,0.9993495714506876,High,Fail,50.0,5,61.0,1,2.0,0,Fail,1
0,0.0006513267066316287,0.9993486732933684,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006536779854796019,0.9993463220145204,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000655616855388626,0.9993443831446114,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006557583099640307,0.999344241690036,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006557583099640307,0.999344241690036,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006557583099640307,0.999344241690036,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006560668778304457,0.9993439331221695,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006567279108222161,0.9993432720891778,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006567279108222161,0.9993432720891778,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006567279108222161,0.9993432720891778,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006572133647009309,0.9993427866352991,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006573445381928314,0.9993426554618071,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006576326428343032,0.9993423673571658,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000660829432458041,0.999339170567542,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006617033718874874,0.9993382966281125,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006617033718874874,0.9993382966281125,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006617033718874874,0.9993382966281125,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006626415476184201,0.9993373584523816,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006626817572545809,0.9993373182427454,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006652821270473156,0.9993347178729527,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006652821270473156,0.9993347178729527,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006660674965021063,0.9993339325034979,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006662658003839443,0.999333734199616,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006662658003839443,0.999333734199616,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006668301548596448,0.9993331698451403,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006678000042451409,0.9993321999957548,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006709157757503823,0.9993290842242496,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006709157757503823,0.9993290842242496,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006709157757503823,0.9993290842242496,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006709157757503823,0.9993290842242496,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006709157757503823,0.9993290842242496,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006713134732723986,0.9993286865267276,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006715457157071358,0.9993284542842928,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006715886618405987,0.9993284113381594,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006716777705506466,0.9993283222294493,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.00067496193489295,0.9993250380651071,High,Fail,63.0,5,67.5,1,2.0,0,Fail,1
0,0.0006760149622953078,0.9993239850377047,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006767664171089711,0.999323233582891,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006769981611748844,0.9993230018388252,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006769981611748844,0.9993230018388252,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006769981611748844,0.9993230018388252,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006774985886832301,0.9993225014113167,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006806595803000848,0.9993193404196999,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006806595803000848,0.9993193404196999,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006817571680847589,0.9993182428319153,High,Fail,50.0,5,81.75,1,4.0,0,Fail,1
0,0.0006830010770906087,0.9993169989229094,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006836715351355414,0.9993163284648645,High,Fail,88.0,5,88.0,1,1.0,0,Fail,1
0,0.0006846525743267685,0.9993153474256732,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006858859338642135,0.9993141140661358,High,Fail,36.0,5,49.0,1,2.0,0,Fail,1
0,0.0006861883885494578,0.9993138116114505,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006868302403548695,0.9993131697596451,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006873615150514351,0.9993126384849486,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006883179171033959,0.9993116820828966,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006893356272208332,0.9993106643727792,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006923144906897411,0.9993076855093103,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006945579571379652,0.999305442042862,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000696420609201063,0.999303579390799,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006964343731494998,0.9993035656268505,High,Fail,52.0,5,65.5,1,2.0,0,Fail,1
